id,location_id,location_name
tt6710474,/title/tt6710474/filminglocations/lc3399985,"Saint Vibiana Cathedral - 114 East 2nd Street, Los Angeles, California, USA"
tt15239678,/title/tt15239678/filminglocations/lc2678254,"Budapest, Hungary"
tt15239678,/title/tt15239678/filminglocations/lc3018443,"Abu Dhabi, United Arab Emirates"
tt15239678,/title/tt15239678/filminglocations/lc3018442,"Wadi Rum, Jordan"
tt15239678,/title/tt15239678/filminglocations/lc2883222,"Altivole, Treviso, Italy"
tt0172495,/title/tt0172495/filminglocations/lc0128491,"Ouarzazate, Morocco"
tt0172495,/title/tt0172495/filminglocations/lc0128490,Malta
tt0172495,/title/tt0172495/filminglocations/lc0128489,"Bourne Wood, Farnham, Surrey, England, UK"
tt0172495,/title/tt0172495/filminglocations/lc0128493,"Val d'Orcia, Siena, Tuscany, Italy"
tt0172495,/title/tt0172495/filminglocations/lc0128487,"Alabama Hills, Lone Pine, California, USA"
tt0172495,/title/tt0172495/filminglocations/lc0128486,"Ait Benhaddou, Morocco"
tt0172495,/title/tt0172495/filminglocations/lc0128488,"Atlas Corporation Studios, Ouarzazate, Morocco"
tt0172495,/title/tt0172495/filminglocations/lc0128492,"Shepperton Studios, Studios Road, Shepperton, Surrey, England, UK"
tt0172495,/title/tt0172495/filminglocations/lc1054854,Morocco
tt0172495,/title/tt0172495/filminglocations/lc3132017,"Pienza, Siena, Tuscany, Italy"
tt0172495,/title/tt0172495/filminglocations/lc1054855,Italy
tt0172495,/title/tt0172495/filminglocations/lc1054857,USA
tt0172495,/title/tt0172495/filminglocations/lc1054856,UK
tt0120737,/title/tt0120737/filminglocations/lc0330350,"Wellington, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330335,"Hinuera Valley, Matamata, Waikato, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330336,"Kaitoke Regional Park, Wellington Region, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330343,"Queenstown, Otago, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330334,"Fernside, Featherston, Wairarapa, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330339,"Milford Sound, Fiordland National Park, Southland, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330342,"Port Waikato, Waikato, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330344,"Rangipo Desert, Waiouru, Tongariro National Park, Central Plateau, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330345,"Rangitikei River, Manawatu-Wanganui, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330337,"Lake Wakatipu, Queenstown, Otago, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330347,"Tongariro National Park, Central Plateau, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330346,"Tarras, Wanaka, Otago, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330333,"Canterbury, New Zealand"
